sensor_id,timestamp,temperature_C,humidity_%,sea_temperature_C,sea_temp_band
M2,2002-02-24T18:00:00Z,7.4,85.0,8.4,cold
M4,2017-04-14T17:00:00Z,8.71,66.0,9.91,cold
M5,2015-03-02T04:00:00Z,6.07,66.8,8.37,cold
M5,2004-10-19T07:00:00Z,12.3,70.0,13.6,mild
M4,2007-06-05T00:00:00Z,12.4,87.0,12.7,mild
M3,2006-08-27T03:00:00Z,16.3,90.0,16.4,warm
M5,2006-10-06T05:00:00Z,15.9,88.0,14.9,warm
M6,2013-02-24T21:00:00Z,10.8,96.0,10.5,cold
M4,2007-08-29T10:00:00Z,14.6,93.0,14.9,warm
M6,2016-11-07T03:00:00Z,10.6,67.0,13.0,mild
M6,2010-11-28T15:00:00Z,5.8,71.0,11.9,mild
M2,2013-08-31T03:00:00Z,13.18,74.2,14.56,warm
M4,2010-10-18T22:00:00Z,12.4,65.0,13.6,mild
M2,2010-11-05T18:00:00Z,11.61,77.0,13.16,mild
M1,2007-05-24T22:00:00Z,11.5,81.0,11.9,mild
M2,2003-11-12T23:00:00Z,11.8,80.0,13.1,mild
M3,2005-11-22T14:00:00Z,12.2,82.0,12.8,mild
M6,2012-02-06T03:00:00Z,11.1,96.0,10.6,cold
M1,2001-09-17T19:00:00Z,13.7,83.0,15.5,warm
M6,2011-06-15T13:00:00Z,11.3,78.0,11.3,mild
M5,2005-01-04T22:00:00Z,9.2,72.0,10.5,cold
M5,2010-04-06T22:00:00Z,8.9,92.0,8.4,cold
M2,2010-11-27T17:00:00Z,4.23,58.6,12.48,mild
M1,2006-06-23T04:00:00Z,12.1,81.0,13.0,mild
M6,2006-10-28T04:00:00Z,14.1,96.0,13.7,mild
M3,2014-05-26T19:00:00Z,11.54,78.1,12.92,mild
M4-Archive,2006-10-25T04:00:00Z,11.9,89.0,14.3,warm
M3,2013-02-09T14:00:00Z,10.38,93.0,10.66,cold
M2,2006-06-25T16:00:00Z,12.8,89.0,11.7,mild
M1,2007-05-18T13:00:00Z,11.3,71.0,11.9,mild
M3,2004-02-14T19:00:00Z,10.2,84.0,10.9,cold
M1,2005-07-04T06:00:00Z,12.4,77.0,14.3,warm
M3,2016-09-30T12:00:00Z,12.7,77.7,14.42,warm
M1,2002-08-29T15:00:00Z,15.6,81.0,15.5,warm
M4-Archive,2006-10-08T18:00:00Z,14.4,86.0,14.8,warm
M5,2005-08-03T08:00:00Z,15.0,82.0,14.8,warm
M6,2014-06-03T14:00:00Z,10.2,74.0,11.9,mild
M1,2003-06-30T13:00:00Z,13.8,96.0,13.9,warm
M5,2004-11-04T06:00:00Z,10.7,78.0,12.8,mild
M5,2013-11-03T07:00:00Z,11.71,72.3,13.6,mild
M3,2005-05-31T01:00:00Z,11.5,92.0,12.5,mild
M2,2015-10-20T11:00:00Z,11.03,89.8,14.01,warm
M6,2009-06-18T16:00:00Z,12.2,82.0,13.1,mild
M2,2007-03-02T21:00:00Z,7.9,89.0,8.8,cold
M1,2005-04-30T08:00:00Z,10.0,92.0,11.3,mild
M5,2011-03-10T06:00:00Z,9.5,84.0,8.2,cold
M2,2007-11-21T21:00:00Z,9.9,82.0,13.1,mild
M5,2014-12-25T06:00:00Z,8.57,78.9,11.11,mild
M2,2014-11-14T03:00:00Z,14.76,80.5,14.25,warm
M2,2012-05-26T17:00:00Z,13.9,80.1,10.32,cold
M2,2001-11-18T13:00:00Z,10.4,80.0,12.6,mild
M2,2011-12-11T01:00:00Z,10.07,84.6,11.81,mild
M1,2005-01-18T09:00:00Z,6.9,81.0,10.4,cold
M2,2006-07-12T10:00:00Z,13.4,95.0,12.8,mild
M2,2011-06-29T10:00:00Z,12.26,78.6,13.1,mild
M6,2014-07-22T09:00:00Z,15.9,93.0,15.9,warm
M4,2017-04-29T08:00:00Z,9.29,83.6,10.49,cold
M1,2003-08-24T20:00:00Z,18.5,90.0,17.2,warm
M1,2003-04-17T04:00:00Z,11.7,85.0,10.4,cold
M5,2009-09-10T07:00:00Z,14.0,84.0,15.1,warm
M2,2010-11-20T16:00:00Z,9.56,78.1,12.92,mild
M5,2012-03-18T08:00:00Z,7.03,82.1,9.49,cold
M1,2005-07-15T00:00:00Z,15.4,83.0,16.1,warm
M3,2005-04-19T04:00:00Z,8.2,71.0,10.7,cold
M4,2016-09-27T10:00:00Z,14.21,79.7,13.64,mild
M6,2010-03-11T21:00:00Z,9.5,60.0,10.8,cold
M3,2007-01-08T17:00:00Z,12.7,90.0,11.4,mild
M2,2003-11-04T15:00:00Z,13.9,88.0,13.6,mild
M3,2008-06-19T04:00:00Z,14.0,78.0,14.5,warm
M1,2007-03-18T06:00:00Z,8.0,66.0,10.3,cold
M3,2014-08-03T04:00:00Z,16.23,76.6,16.54,warm
M3,2007-12-07T07:00:00Z,11.2,75.0,12.2,mild
M4,2007-05-13T09:00:00Z,9.6,71.0,11.5,mild
M4,2017-03-27T22:00:00Z,10.59,89.8,10.29,cold
M2,2007-08-20T20:00:00Z,14.9,74.0,14.8,warm
M6,2008-08-19T08:00:00Z,15.0,87.0,15.3,warm
M2,2013-03-30T08:00:00Z,3.34,66.0,6.9,cold
M3,2003-04-25T05:00:00Z,11.2,90.0,11.4,mild
M2,2011-06-09T07:00:00Z,8.47,82.5,10.66,cold
M6,2010-10-25T15:00:00Z,14.4,99.0,14.1,warm
M2,2014-11-09T19:00:00Z,11.1,75.8,14.39,warm
M3,2008-10-07T01:00:00Z,13.8,97.0,13.1,mild
M4-Archive,2003-12-17T02:00:00Z,10.4,89.0,10.8,cold
M1,2003-06-14T14:00:00Z,13.4,91.0,13.1,mild
M3,2007-09-04T06:00:00Z,15.5,87.0,16.1,warm
M2,2001-07-22T17:00:00Z,14.4,91.9,13.9,warm
M6,2010-11-18T11:00:00Z,10.5,72.0,11.9,mild
M3,2009-02-28T10:00:00Z,10.9,86.0,10.9,cold
M4-Archive,2006-04-01T23:00:00Z,8.5,88.0,8.6,cold
M4,2009-02-11T18:00:00Z,6.7,68.0,10.1,cold
M5,2012-02-04T23:00:00Z,8.5,74.0,9.6,cold
M6,2012-04-16T05:00:00Z,10.1,86.0,10.8,cold
M5,2012-03-23T21:00:00Z,10.62,82.9,9.81,cold
M1,2006-10-16T00:00:00Z,13.6,87.0,14.3,warm
M2,2006-08-24T12:00:00Z,14.0,80.0,14.0,warm
M2,2005-07-24T09:00:00Z,14.2,89.0,13.5,mild
M5,2015-03-20T16:00:00Z,9.8,84.4,9.06,cold
M6,2017-02-23T02:00:00Z,7.9,79.0,11.2,mild
M1,2006-08-11T23:00:00Z,15.0,78.0,16.4,warm
M2,2014-12-04T02:00:00Z,9.15,77.0,13.23,mild
M2,2005-10-28T18:00:00Z,14.1,86.0,13.9,warm
M4-Archive,2006-10-31T20:00:00Z,11.3,68.0,13.9,warm
M5,2009-03-07T00:00:00Z,9.1,83.0,8.5,cold
M4,2017-08-28T02:00:00Z,15.2,96.9,14.63,warm
M1,2005-04-23T12:00:00Z,10.4,88.0,10.7,cold
M3,2010-04-13T07:00:00Z,11.0,85.0,11.0,cold
M6,2010-12-15T19:00:00Z,9.8,68.0,11.4,mild
M6,2016-05-22T13:00:00Z,9.4,72.0,11.4,mild
M1,2003-04-05T20:00:00Z,9.6,94.0,10.7,cold
M3,2014-10-12T05:00:00Z,13.35,74.2,14.94,warm
M1,2002-05-05T09:00:00Z,10.8,83.0,10.8,cold
M2,2005-07-12T03:00:00Z,15.6,92.0,15.1,warm
M5,2011-01-24T05:00:00Z,6.9,84.0,8.7,cold
M3,2009-08-20T15:00:00Z,15.7,74.0,16.1,warm
M3,2002-12-26T23:00:00Z,10.9,85.0,11.4,mild
M5,2013-09-03T09:00:00Z,15.64,73.8,16.68,warm
M1,2004-07-26T01:00:00Z,14.4,93.0,15.1,warm
M5,2013-04-12T03:00:00Z,8.43,91.0,8.34,cold
M5,2015-05-18T03:00:00Z,9.83,93.4,11.24,mild
M2,2001-09-11T13:00:00Z,14.3,92.0,13.7,mild
M5,2008-10-27T23:00:00Z,8.6,78.0,13.1,mild
M2,2003-06-10T03:00:00Z,12.8,92.0,11.2,mild
M6,2009-10-07T16:00:00Z,11.0,82.0,14.4,warm
M6,2009-06-01T14:00:00Z,12.7,94.0,12.1,mild
M4,2009-04-09T14:00:00Z,8.8,81.0,10.2,cold
M5,2008-06-08T20:00:00Z,14.0,97.0,13.9,warm
M5,2007-04-15T17:00:00Z,12.3,90.0,12.6,mild
M2,2006-05-29T16:00:00Z,10.7,74.0,10.2,cold
M6,2009-05-25T18:00:00Z,10.8,75.0,11.7,mild
M4,2017-01-28T04:00:00Z,7.68,59.4,10.66,cold
M4,2011-10-13T03:00:00Z,12.64,92.6,12.75,mild
M1,2006-03-11T09:00:00Z,6.9,88.0,10.0,cold
M2,2005-10-20T05:00:00Z,11.8,79.0,13.6,mild
M3,2007-10-06T03:00:00Z,14.9,95.0,14.8,warm
M3,2012-11-21T10:00:00Z,11.1,71.5,11.07,cold
M6,2011-04-06T15:00:00Z,9.5,92.0,10.8,cold
M4,2011-02-14T04:00:00Z,5.2,83.0,10.1,cold
M2,2003-11-01T07:00:00Z,8.5,83.0,13.6,mild
M5,2012-01-19T04:00:00Z,8.5,98.0,9.8,cold
M2,2014-08-21T22:00:00Z,14.0,75.0,14.36,warm
M4-Archive,2003-10-30T06:00:00Z,8.6,82.0,13.2,mild
M2,2001-07-07T23:00:00Z,13.6,91.2,12.2,mild
M6,2017-11-23T22:00:00Z,9.1,52.0,12.9,mild
M2,2005-09-26T07:00:00Z,14.6,86.0,14.3,warm
M3,2008-01-23T01:00:00Z,12.3,96.0,11.7,mild
M6,2012-05-30T08:00:00Z,12.7,95.0,12.2,mild
M4,2009-05-12T18:00:00Z,11.6,77.0,10.9,cold
M1,2004-09-06T21:00:00Z,16.6,93.0,16.1,warm
M6,2014-04-19T16:00:00Z,10.1,84.0,10.7,cold
M6,2009-08-08T22:00:00Z,14.0,83.0,15.1,warm
M6,2008-01-05T15:00:00Z,8.0,73.0,12.2,mild
M4,2008-09-06T11:00:00Z,14.1,77.0,14.6,warm
M1,2006-06-02T17:00:00Z,13.6,79.0,14.2,warm
M2,2011-08-03T00:00:00Z,14.04,91.5,14.09,warm
M6,2008-08-31T19:00:00Z,14.1,76.0,15.1,warm
M5,2005-11-04T23:00:00Z,8.7,86.0,13.4,mild
M5,2012-11-24T22:00:00Z,9.83,83.2,11.86,mild
M6,2008-03-10T15:00:00Z,6.7,69.0,11.2,mild
M6,2007-10-11T01:00:00Z,15.7,97.0,15.2,warm
M3,2005-04-17T04:00:00Z,10.8,95.0,10.6,cold
M2,2015-08-01T16:00:00Z,13.35,90.6,12.44,mild
M2,2013-01-23T19:00:00Z,3.78,75.8,9.06,cold
M3,2009-03-16T07:00:00Z,9.9,83.0,10.3,cold
M4-Archive,2006-11-16T02:00:00Z,9.3,73.0,13.0,mild
M4,2017-08-22T12:00:00Z,15.64,96.1,14.6,warm
M6,2009-07-25T23:00:00Z,14.7,94.0,15.2,warm
M6,2011-11-08T01:00:00Z,11.8,93.0,12.5,mild
M6,2007-05-09T07:00:00Z,11.6,88.0,12.2,mild
M2,2005-06-29T07:00:00Z,12.3,94.0,11.6,mild
M3,2005-07-09T20:00:00Z,13.9,98.0,15.5,warm
M6,2008-07-12T17:00:00Z,14.6,96.0,14.6,warm
M2,2007-10-11T13:00:00Z,14.8,96.0,14.4,warm
M3,2005-04-14T14:00:00Z,7.6,78.0,10.7,cold
M6,2008-05-08T09:00:00Z,11.6,96.0,11.5,mild
M5,2009-11-29T02:00:00Z,7.3,90.0,11.9,mild
M4,2013-06-28T12:00:00Z,13.08,99.6,12.82,mild
M5,2016-07-20T17:00:00Z,16.26,78.5,16.1,warm
M3,2009-04-05T12:00:00Z,10.4,78.0,10.4,cold
M4,2010-07-09T06:00:00Z,12.5,82.0,14.2,warm
M5,2012-08-06T18:00:00Z,15.92,81.2,16.44,warm
M1,2003-09-28T20:00:00Z,14.5,76.0,15.7,warm
M5,2011-10-09T10:00:00Z,14.8,95.0,14.1,warm
M3,2012-10-19T21:00:00Z,11.51,84.8,12.37,mild
M4-Archive,2004-08-13T00:00:00Z,17.1,91.0,16.0,warm
M3,2002-09-03T23:00:00Z,15.6,88.0,16.1,warm
M2,2007-07-07T12:00:00Z,14.4,83.0,13.6,mild
M2,2003-10-15T07:00:00Z,12.5,80.0,14.1,warm
M2,2001-07-12T02:00:00Z,12.8,88.2,11.7,mild
M2,2004-09-20T11:00:00Z,13.9,69.0,14.1,warm
M1,2005-10-10T10:00:00Z,10.2,89.0,13.2,mild
M1,2002-03-28T22:00:00Z,10.0,80.0,10.4,cold
M3,2011-04-22T08:00:00Z,12.2,99.0,12.2,mild
M6,2010-10-30T08:00:00Z,11.4,67.0,13.9,warm
M3,2005-10-14T12:00:00Z,13.1,71.0,13.9,warm
M3,2014-03-16T16:00:00Z,9.73,89.1,10.63,cold
M3,2010-09-20T02:00:00Z,16.4,92.0,16.3,warm
M4,2007-05-26T04:00:00Z,9.3,70.0,11.4,mild
M2,2006-09-20T11:00:00Z,15.6,97.0,14.2,warm
M1,2005-10-25T02:00:00Z,13.6,77.0,13.2,mild
M2,2005-06-06T06:00:00Z,11.2,90.0,11.2,mild
M6,2009-07-12T07:00:00Z,14.2,85.0,14.8,warm
M5,2009-07-18T22:00:00Z,15.1,86.0,15.1,warm
M2,2001-09-11T15:00:00Z,14.2,92.0,13.9,warm
M2,2007-03-07T16:00:00Z,8.8,81.0,9.0,cold
M3,2007-05-03T06:00:00Z,12.6,92.0,12.6,mild
M3,2007-10-26T23:00:00Z,14.6,76.0,14.7,warm
M4,2011-07-07T21:00:00Z,13.7,86.3,13.84,warm
M6,2008-08-29T22:00:00Z,12.0,96.0,15.0,warm
M4-Archive,2005-01-14T00:00:00Z,8.6,82.0,9.4,cold
M2,2015-09-26T13:00:00Z,13.87,77.0,14.25,warm
M4,2017-02-19T19:00:00Z,10.62,98.8,10.63,cold
M2,2017-04-04T17:00:00Z,10.04,75.0,9.33,cold
M2,2007-05-08T06:00:00Z,11.9,76.0,10.5,cold
M2,2004-09-29T05:00:00Z,12.9,86.0,14.2,warm
M3,2008-01-01T13:00:00Z,11.4,83.0,12.1,mild
M5,2007-07-17T17:00:00Z,16.0,90.0,15.9,warm
M2,2017-05-28T19:00:00Z,11.78,91.8,11.38,mild
M2,2011-03-30T08:00:00Z,8.5,87.7,8.23,cold
M3,2005-11-15T16:00:00Z,12.3,88.0,12.9,mild
M5,2008-12-08T19:00:00Z,7.7,78.0,10.6,cold
M4,2012-11-23T00:00:00Z,9.49,68.8,10.94,cold
M5,2007-05-21T09:00:00Z,11.3,83.0,12.1,mild
M5,2014-12-03T07:00:00Z,8.88,78.5,12.78,mild
M5,2005-11-04T09:00:00Z,10.9,73.0,13.5,mild
M2,2017-02-12T06:00:00Z,6.18,66.0,9.3,cold
M1,2003-06-25T19:00:00Z,14.7,88.0,14.3,warm
M3,2015-01-03T14:00:00Z,9.39,92.6,11.31,mild
M6,2013-05-04T04:00:00Z,9.1,74.0,10.8,cold
M4-Archive,2006-10-19T06:00:00Z,13.3,88.0,14.3,warm
M4-Archive,2005-04-27T10:00:00Z,8.9,83.0,9.6,cold
M5,2009-09-13T12:00:00Z,14.4,86.0,14.7,warm
M3,2005-03-01T04:00:00Z,8.8,62.0,10.4,cold
M2,2001-07-29T19:00:00Z,15.8,92.0,15.3,warm
M6,2013-02-26T20:00:00Z,10.2,87.0,10.8,cold
M4,2009-10-18T21:00:00Z,11.2,60.0,13.2,mild
M3,2005-10-19T18:00:00Z,13.1,71.0,14.1,warm
M5,2013-03-09T10:00:00Z,9.46,95.7,8.61,cold
M3,2017-05-02T16:00:00Z,11.88,98.0,11.72,mild
M4,2009-02-04T04:00:00Z,5.8,68.0,10.2,cold
M4,2016-09-15T08:00:00Z,13.94,87.9,14.18,warm
M5,2010-03-12T05:00:00Z,7.2,81.0,8.2,cold
M4,2008-11-06T11:00:00Z,10.8,89.0,11.8,mild
M3,2008-03-18T15:00:00Z,8.2,70.0,11.0,cold
M4,2012-12-30T19:00:00Z,11.03,92.2,10.46,cold
M2,2012-02-09T05:00:00Z,7.0,85.5,8.68,cold
M4-Archive,2005-09-25T09:00:00Z,14.5,85.0,14.8,warm
M5,2010-04-18T14:00:00Z,9.3,84.0,10.5,cold
Belmullet-AMETS,2011-05-25T21:00:00Z,11.58,92.8,11.16,mild
M4-Archive,2004-10-24T23:00:00Z,10.9,89.0,12.7,mild
M2,2004-12-15T14:00:00Z,9.6,67.0,12.1,mild
M6,2008-11-26T03:00:00Z,11.2,88.0,12.5,mild
M1,2002-10-07T19:00:00Z,15.1,95.0,15.0,warm
M6,2012-10-12T18:00:00Z,11.2,73.0,12.8,mild
M4-Archive,2005-06-28T05:00:00Z,14.6,94.0,15.2,warm
M4,2007-08-15T23:00:00Z,12.9,80.0,14.9,warm
M5,2006-08-22T04:00:00Z,15.5,94.0,15.4,warm
M3,2004-12-03T08:00:00Z,10.8,86.0,11.3,mild
M2,2017-02-06T00:00:00Z,6.79,75.4,9.67,cold
M5,2009-02-25T15:00:00Z,8.8,87.0,8.6,cold
M5,2010-02-27T19:00:00Z,6.6,81.0,8.3,cold
M6,2015-10-31T22:00:00Z,12.7,82.0,13.5,mild
M5,2008-08-04T21:00:00Z,15.3,86.0,16.5,warm
M6,2014-01-13T12:00:00Z,7.5,62.0,9.7,cold
M5,2006-04-07T10:00:00Z,8.0,78.0,8.7,cold
M1,2001-12-10T17:00:00Z,11.7,84.0,11.9,mild
M1,2005-09-14T12:00:00Z,15.3,89.0,15.4,warm
M2,2015-09-08T03:00:00Z,12.84,87.5,13.71,mild
M2,2012-04-01T22:00:00Z,8.91,81.6,8.92,cold
M4-Archive,2003-07-27T02:00:00Z,14.5,85.0,15.4,warm
Belmullet-AMETS,2011-05-22T19:00:00Z,11.06,76.1,11.48,mild
M2,2013-07-11T09:00:00Z,13.46,87.5,12.95,mild
M2,2016-12-29T22:00:00Z,10.48,89.1,10.73,cold
M3,2016-11-01T08:00:00Z,11.85,83.2,13.4,mild
M3,2012-07-06T03:00:00Z,14.38,85.5,15.18,warm
M2,2009-01-05T06:00:00Z,6.5,83.0,9.6,cold
M1,2005-10-27T15:00:00Z,14.5,91.0,13.2,mild
M6,2013-07-10T08:00:00Z,15.9,94.0,15.3,warm
M6,2008-09-27T00:00:00Z,15.0,93.0,14.7,warm
M3,2005-11-01T11:00:00Z,12.5,67.0,13.8,mild
M6,2012-04-05T01:00:00Z,8.0,71.0,10.8,cold
M5,2011-03-27T06:00:00Z,8.0,93.0,9.1,cold
M2,2001-07-10T14:00:00Z,14.2,80.5,13.9,warm
M3,2005-12-06T10:00:00Z,10.3,72.0,11.1,cold
M5,2009-06-21T09:00:00Z,14.0,86.0,13.5,mild
M4-Archive,2005-11-08T15:00:00Z,10.5,70.0,12.8,mild
M5,2013-06-10T10:00:00Z,13.32,78.9,13.98,warm
M4,2017-02-03T12:00:00Z,6.96,77.0,10.7,cold
M2,2012-01-21T08:00:00Z,9.87,72.6,9.52,cold
M5,2011-04-12T04:00:00Z,8.8,75.0,9.9,cold
M1,2005-07-30T01:00:00Z,14.2,80.0,16.0,warm
M3,2017-06-08T16:00:00Z,12.81,89.1,13.26,mild
M2,2003-08-04T15:00:00Z,15.1,90.0,14.3,warm
M2,2013-01-06T04:00:00Z,8.77,96.9,9.43,cold
M1,2004-10-26T10:00:00Z,11.4,80.0,12.8,mild
M6,2014-04-30T19:00:00Z,10.9,86.0,10.8,cold
Belmullet-AMETS,2011-05-31T01:00:00Z,10.93,75.6,11.31,mild
M2,2017-01-24T02:00:00Z,9.87,83.6,9.84,cold
M3,2005-06-01T01:00:00Z,12.0,97.0,12.3,mild
M6,2012-04-21T17:00:00Z,9.5,64.0,10.3,cold
M6,2012-11-28T14:00:00Z,10.0,75.0,11.2,mild
M4,2011-11-05T20:00:00Z,11.13,66.8,12.03,mild
M4,2017-09-17T04:00:00Z,12.77,70.3,13.88,warm
M3,2008-08-14T02:00:00Z,14.0,75.0,15.7,warm
M2,2009-10-29T02:00:00Z,14.38,86.4,13.98,warm
M4,2011-01-28T23:00:00Z,5.1,71.0,10.1,cold
M1,2001-06-29T19:00:00Z,15.2,87.3,14.5,warm
M4,2009-09-26T16:00:00Z,14.0,95.0,13.9,warm
M2,2010-12-03T05:00:00Z,2.93,78.1,11.93,mild
M3,2010-06-06T21:00:00Z,14.8,92.0,15.1,warm
M3,2011-10-24T12:00:00Z,11.2,71.0,13.7,mild
M4-Archive,2005-10-06T05:00:00Z,13.2,87.0,14.2,warm
M2,2008-05-12T18:00:00Z,11.6,90.0,8.1,cold
M6,2009-08-29T03:00:00Z,13.5,77.0,14.6,warm
M2,2012-08-06T07:00:00Z,13.18,86.3,13.98,warm
M3,2003-03-30T17:00:00Z,10.6,76.0,11.3,mild
M3,2005-12-12T06:00:00Z,10.7,87.0,11.2,mild
M2,2017-11-25T23:00:00Z,8.16,78.9,13.09,mild
M6,2017-04-16T13:00:00Z,11.0,88.0,11.6,mild
M1,2001-09-28T07:00:00Z,16.1,93.0,15.2,warm
M5,2014-12-05T03:00:00Z,8.02,85.2,12.68,mild
M4-Archive,2005-01-20T19:00:00Z,8.1,77.0,9.1,cold
M3,2009-04-06T06:00:00Z,9.5,81.0,10.4,cold
M5,2013-09-15T13:00:00Z,16.77,90.6,15.79,warm
M2,2016-01-03T16:00:00Z,10.45,80.9,11.52,mild
M4-Archive,2006-08-12T13:00:00Z,13.5,81.0,15.8,warm
M6,2007-01-09T14:00:00Z,9.2,59.0,11.5,mild
M2,2001-06-08T13:00:00Z,10.3,82.2,10.1,cold
M4,2009-07-30T16:00:00Z,14.4,73.0,15.0,warm
M6,2008-05-25T17:00:00Z,12.9,76.0,13.8,mild
M5,2006-10-22T01:00:00Z,14.4,85.0,14.9,warm
M6,2012-06-18T21:00:00Z,12.0,76.0,13.3,mild
M3,2005-01-20T06:00:00Z,11.2,88.0,11.0,cold
M3,2003-09-11T05:00:00Z,18.0,90.0,16.9,warm
M6,2008-01-03T19:00:00Z,9.4,75.0,12.2,mild
M5,2008-07-07T20:00:00Z,15.0,79.0,14.6,warm
M2,2012-04-18T15:00:00Z,8.12,77.3,8.92,cold
M1,2005-03-15T11:00:00Z,11.3,92.0,9.6,cold
M6,2008-04-07T18:00:00Z,8.5,69.0,11.1,cold
M5,2015-04-04T22:00:00Z,9.01,89.5,8.89,cold
M5,2010-06-18T03:00:00Z,14.6,92.0,14.8,warm
M5,2010-12-08T14:00:00Z,5.8,73.0,10.6,cold
M1,2006-11-24T00:00:00Z,9.1,68.0,11.8,mild
M1,2007-03-20T19:00:00Z,7.5,66.0,10.1,cold
M5,2009-12-12T20:00:00Z,9.2,74.0,11.0,cold
M2,2009-11-10T15:00:00Z,11.41,77.3,13.56,mild
M2,2006-03-05T22:00:00Z,6.0,72.0,8.2,cold
M4-Archive,2004-01-12T14:00:00Z,8.8,69.0,9.4,cold
M3,2007-08-10T14:00:00Z,15.4,91.0,16.4,warm
M4-Archive,2006-11-01T14:00:00Z,9.9,70.0,13.7,mild
M6,2010-11-15T10:00:00Z,10.0,62.0,12.0,mild
M3,2008-04-01T15:00:00Z,11.2,86.0,10.6,cold
M1,2004-02-20T21:00:00Z,7.2,70.0,10.3,cold
M4-Archive,2003-07-11T04:00:00Z,13.7,83.0,14.5,warm
M4-Archive,2006-01-09T21:00:00Z,10.5,93.0,10.0,cold
M4-Archive,2006-04-17T03:00:00Z,8.9,85.0,8.7,cold
M5,2009-02-13T06:00:00Z,8.6,90.0,8.4,cold
M5,2005-12-27T17:00:00Z,6.9,62.0,10.9,cold
M5,2011-02-07T16:00:00Z,8.6,80.0,8.2,cold
M3,2010-07-19T12:00:00Z,16.1,94.0,15.5,warm
M4,2009-06-12T04:00:00Z,11.8,79.0,11.9,mild
M3,2005-02-19T14:00:00Z,9.7,73.0,10.8,cold
M2,2011-10-04T19:00:00Z,14.24,88.1,14.36,warm
M6,2008-01-27T01:00:00Z,12.2,80.0,11.5,mild
M6,2013-02-08T23:00:00Z,10.8,92.0,10.6,cold
M5,2005-09-04T12:00:00Z,15.9,97.0,15.6,warm
M2,2008-01-02T12:00:00Z,8.5,79.0,10.5,cold
M5,2017-06-30T04:00:00Z,13.35,77.7,14.53,warm
M1,2002-08-28T04:00:00Z,16.0,98.0,15.6,warm
M4,2010-10-24T18:00:00Z,10.5,59.0,13.2,mild
M2,2011-06-18T01:00:00Z,11.75,83.4,11.28,mild
M6,2007-12-31T07:00:00Z,9.3,49.0,12.3,mild
M6,2017-02-14T22:00:00Z,10.2,92.0,11.2,mild
M3,2005-08-13T23:00:00Z,17.0,75.0,17.2,warm
M4-Archive,2003-10-09T15:00:00Z,14.5,99.0,14.3,warm
M4-Archive,2003-05-18T16:00:00Z,11.4,77.0,10.3,cold
M6,2008-08-25T08:00:00Z,15.0,78.0,15.0,warm
M2,2007-04-19T10:00:00Z,9.7,87.0,9.1,cold
M1,2001-06-29T04:00:00Z,15.1,95.0,14.6,warm
M2,2016-12-27T10:00:00Z,8.5,66.8,10.87,cold
M3,2011-09-01T18:00:00Z,16.0,95.0,15.6,warm
M5,2016-10-07T16:00:00Z,13.94,83.6,14.97,warm
M5,2005-03-08T18:00:00Z,7.4,72.0,8.8,cold
M4,2017-09-06T01:00:00Z,13.83,74.2,14.66,warm
M3,2006-11-12T02:00:00Z,12.9,74.0,13.6,mild
M3,2011-01-03T05:00:00Z,6.0,96.0,10.7,cold
M4-Archive,2006-10-24T18:00:00Z,13.4,74.0,14.4,warm
M3,2011-07-16T07:00:00Z,12.4,83.0,14.6,warm
M4-Archive,2006-08-13T05:00:00Z,14.2,77.0,15.7,warm
M6,2007-03-27T06:00:00Z,8.4,61.0,10.9,cold
M5,2008-07-23T19:00:00Z,15.1,96.0,15.2,warm
M3,2002-10-03T05:00:00Z,15.4,74.0,15.8,warm
M2,2010-11-21T00:00:00Z,9.18,83.6,12.92,mild
M4,2016-11-05T12:00:00Z,10.21,66.8,12.65,mild
M6,2007-06-12T02:00:00Z,13.8,94.0,13.6,mild
M1,2004-06-11T15:00:00Z,13.5,82.0,13.9,warm
M6,2006-10-28T10:00:00Z,13.7,87.0,13.7,mild
M5,2009-06-21T14:00:00Z,14.6,91.0,13.6,mild
M1,2001-12-09T15:00:00Z,11.7,77.0,11.9,mild
M6,2007-06-30T08:00:00Z,14.5,91.0,14.3,warm
M6,2017-08-20T16:00:00Z,15.6,99.0,15.0,warm
M6,2017-06-02T22:00:00Z,11.7,79.0,13.0,mild
M2,2003-10-02T07:00:00Z,13.8,84.0,14.5,warm
M5,2016-05-16T23:00:00Z,12.02,87.9,12.06,mild
M3,2017-05-16T18:00:00Z,12.43,80.5,12.34,mild
M5,2007-04-20T02:00:00Z,11.9,81.0,13.0,mild
M3,2008-08-16T12:00:00Z,15.2,76.0,15.9,warm
M3,2006-06-05T12:00:00Z,15.9,88.0,16.0,warm
M3,2010-11-11T23:00:00Z,12.1,74.0,12.0,mild
M4,2009-10-02T10:00:00Z,13.8,94.0,13.6,mild
M6,2017-06-29T11:00:00Z,12.5,83.0,12.8,mild
M3,2014-05-19T16:00:00Z,11.2,80.5,13.02,mild
M2,2017-01-09T02:00:00Z,10.31,87.1,10.36,cold
M2,2002-06-03T05:00:00Z,10.7,83.0,11.5,mild
M5,2006-10-14T21:00:00Z,15.4,93.0,14.8,warm
M3,2011-09-06T23:00:00Z,14.5,77.0,14.8,warm
M4,2010-08-12T20:00:00Z,14.1,87.0,14.8,warm
M5,2005-10-02T23:00:00Z,13.6,67.0,14.4,warm
M1,2007-05-01T17:00:00Z,13.6,83.0,12.4,mild
